"","ISO","year","totdeath","armconf1","matmor","infmor","neomor","under5mor","earthquake","drought"
"1","AFG",2000,1,1,1450,90.5,60.9,129.2,0,1
"2","AFG",2001,1,1,1390,87.9,59.7,125.2,1,0
"3","AFG",2002,1,1,1300,85.3,58.5,121.1,1,0
"4","AFG",2003,1,1,1240,82.7,57.2,116.9,1,0
"5","AFG",2004,1,1,1180,80,55.9,112.6,1,0
"6","AFG",2005,1,1,1140,77.3,54.6,108.4,1,0
"7","AFG",2006,1,1,1120,74.6,53.2,104.1,1,1
"8","AFG",2007,1,1,1090,71.9,51.7,99.9,NA,NA
"9","AFG",2008,1,1,1030,69.2,50.3,95.7,0,1
"10","AFG",2009,1,1,993,66.7,48.9,91.7,1,0
"11","AFG",2010,1,1,954,64.2,47.4,87.8,1,0
"12","AFG",2011,1,1,905,61.8,46,84,0,1
"13","AFG",2012,1,1,858,59.5,44.6,80.3,1,0
"14","AFG",2013,1,1,810,57.3,43.2,76.9,1,0
"15","AFG",2014,1,1,786,55.2,41.9,73.6,NA,NA
"16","AFG",2015,1,1,701,53.2,40.5,70.4,1,0
"17","AFG",2016,1,1,673,51.3,39.3,67.5,NA,NA
"18","AFG",2017,1,1,638,49.5,38.2,64.8,NA,NA
"19","AFG",2018,1,1,NA,47.9,37.2,62.3,0,1
"20","AFG",2019,1,1,NA,46.4,36.1,60.1,NA,NA
"21","AGO",2000,1,1,827,121.5,50.3,204.4,NA,NA
"22","AGO",2001,1,1,766,118.2,49.2,198.4,0,1
"23","AGO",2002,1,1,690,114.5,48,191.5,NA,NA
"24","AGO",2003,1,1,628,110.4,46.5,183.8,NA,NA
"25","AGO",2004,1,1,574,105.7,45.1,175.1,0,1
"26","AGO",2005,1,1,519,100.9,43.5,166.1,NA,NA
"27","AGO",2006,1,1,473,95.7,42,156.4,NA,NA
"28","AGO",2007,1,1,431,90.6,40.5,147,NA,NA
"29","AGO",2008,1,1,395,85.5,39,137.7,NA,NA
"30","AGO",2009,1,1,359,80.6,37.7,128.7,NA,NA
"31","AGO",2010,1,1,326,75.9,36.3,120.4,NA,NA
"32","AGO",2011,1,1,300,71.5,35.1,112.5,NA,NA
"33","AGO",2012,1,1,281,67.4,33.8,105.1,0,1
"34","AGO",2013,NA,NA,269,63.7,32.7,98.5,NA,NA
"35","AGO",2014,1,1,258,60.5,31.7,92.9,NA,NA
"36","AGO",2015,0,0,251,57.7,30.8,88.1,NA,NA
"37","AGO",2016,1,1,246,55.5,30,84.1,NA,NA
"38","AGO",2017,1,1,241,53.5,29.2,80.6,0,1
"39","AGO",2018,1,1,NA,51.7,28.6,77.3,NA,NA
"40","AGO",2019,1,1,NA,49.9,27.9,74.2,NA,NA
"41","ALB",2000,1,1,23,24.1,12.1,27.2,NA,NA
"42","ALB",2001,NA,NA,23,22.9,11.8,25.8,NA,NA
"43","ALB",2002,NA,NA,21,21.7,11.4,24.4,NA,NA
"44","ALB",2003,NA,NA,21,20.4,11.1,23,NA,NA
"45","ALB",2004,NA,NA,18,19.1,10.9,21.5,NA,NA
"46","ALB",2005,NA,NA,22,17.8,10.6,20,NA,NA
"47","ALB",2006,NA,NA,18,16.6,10,18.5,NA,NA
"48","ALB",2007,NA,NA,19,15.3,9.2,17.1,NA,NA
"49","ALB",2008,NA,NA,20,14.1,8.3,15.8,NA,NA
"50","ALB",2009,NA,NA,20,12.9,7.4,14.5,1,0
"51","ALB",2010,NA,NA,21,11.8,6.7,13.3,NA,NA
"52","ALB",2011,NA,NA,22,10.8,6.2,12.1,NA,NA
"53","ALB",2012,NA,NA,17,10,6,11.2,NA,NA
"54","ALB",2013,NA,NA,16,9.3,5.9,10.4,NA,NA
"55","ALB",2014,NA,NA,16,8.8,5.9,9.9,NA,NA
"56","ALB",2015,NA,NA,15,8.5,6,9.6,NA,NA
"57","ALB",2016,NA,NA,16,8.4,6.3,9.4,NA,NA
"58","ALB",2017,NA,NA,15,8.4,6.7,9.4,NA,NA
"59","ALB",2018,NA,NA,NA,8.5,7.1,9.5,NA,NA
"60","ALB",2019,NA,NA,NA,8.6,7.5,9.7,1,0
"61","AND",2000,NA,NA,NA,7.3,3.8,8.2,NA,NA
"62","AND",2001,NA,NA,NA,6.9,3.6,7.7,NA,NA
"63","AND",2002,NA,NA,NA,6.5,3.3,7.3,NA,NA
"64","AND",2003,NA,NA,NA,6.2,3.2,6.9,NA,NA
"65","AND",2004,NA,NA,NA,5.9,3,6.5,NA,NA
"66","AND",2005,NA,NA,NA,5.6,2.9,6.1,NA,NA
"67","AND",2006,NA,NA,NA,5.3,2.7,5.8,NA,NA
"68","AND",2007,NA,NA,NA,5,2.6,5.4,NA,NA
"69","AND",2008,NA,NA,NA,4.7,2.5,5.1,NA,NA
"70","AND",2009,NA,NA,NA,4.4,2.3,4.8,NA,NA
"71","AND",2010,NA,NA,NA,4.1,2.2,4.5,NA,NA
"72","AND",2011,NA,NA,NA,3.9,2.1,4.2,NA,NA
"73","AND",2012,NA,NA,NA,3.7,2,4,NA,NA
"74","AND",2013,NA,NA,NA,3.5,1.9,3.8,NA,NA
"75","AND",2014,NA,NA,NA,3.3,1.8,3.5,NA,NA
"76","AND",2015,NA,NA,NA,3.1,1.7,3.3,NA,NA
"77","AND",2016,NA,NA,NA,2.9,1.6,3.2,NA,NA
"78","AND",2017,NA,NA,NA,2.8,1.5,3,NA,NA
"79","AND",2018,NA,NA,NA,2.6,1.4,2.8,NA,NA
"80","AND",2019,NA,NA,NA,2.5,1.4,2.7,NA,NA
"81","ARE",2000,NA,NA,6,9.6,5.9,11.1,NA,NA
"82","ARE",2001,NA,NA,6,9.3,5.7,10.9,NA,NA
"83","ARE",2002,NA,NA,5,9.1,5.6,10.6,NA,NA
"84","ARE",2003,NA,NA,5,8.9,5.5,10.3,NA,NA
"85","ARE",2004,NA,NA,5,8.6,5.3,10.1,NA,NA
"86","ARE",2005,NA,NA,5,8.4,5.2,9.8,NA,NA
"87","ARE",2006,NA,NA,4,8.2,5.1,9.6,NA,NA
"88","ARE",2007,NA,NA,4,8.1,5,9.4,NA,NA
"89","ARE",2008,NA,NA,4,7.9,4.9,9.2,NA,NA
"90","ARE",2009,NA,NA,4,7.6,4.8,8.9,NA,NA
"91","ARE",2010,NA,NA,4,7.4,4.6,8.7,NA,NA
"92","ARE",2011,1,1,4,7.2,4.5,8.4,NA,NA
"93","ARE",2012,NA,NA,4,7,4.4,8.2,NA,NA
"94","ARE",2013,NA,NA,3,6.8,4.3,8,NA,NA
"95","ARE",2014,NA,NA,3,6.7,4.2,7.8,NA,NA
"96","ARE",2015,NA,NA,3,6.5,4.1,7.6,NA,NA
"97","ARE",2016,NA,NA,3,6.3,4,7.4,NA,NA
"98","ARE",2017,NA,NA,3,6.2,3.9,7.2,NA,NA
"99","ARE",2018,NA,NA,NA,6,3.8,7,NA,NA
"100","ARE",2019,NA,NA,NA,5.8,3.7,6.8,NA,NA
"101","ARG",2000,NA,NA,66,17.5,11,19.6,NA,NA
"102","ARG",2001,NA,NA,67,16.9,11,18.9,NA,NA
"103","ARG",2002,NA,NA,65,16.4,10.8,18.3,1,0
"104","ARG",2003,NA,NA,65,15.8,10.3,17.7,0,1
"105","ARG",2004,NA,NA,61,15.3,9.7,17.1,NA,NA
"106","ARG",2005,NA,NA,59,14.8,9.1,16.5,NA,NA
"107","ARG",2006,NA,NA,57,14.4,8.7,16.1,NA,NA
"108","ARG",2007,NA,NA,56,14,8.4,15.7,NA,NA
"109","ARG",2008,NA,NA,53,13.7,8.1,15.3,NA,NA
"110","ARG",2009,NA,NA,56,13.3,7.8,14.9,0,1
"111","ARG",2010,NA,NA,51,12.9,7.6,14.5,NA,NA
"112","ARG",2011,NA,NA,48,12.4,7.5,13.9,NA,NA
"113","ARG",2012,NA,NA,47,11.9,7.6,13.3,NA,NA
"114","ARG",2013,NA,NA,44,11.3,7.4,12.7,NA,NA
"115","ARG",2014,NA,NA,42,10.8,6.9,12.1,NA,NA
"116","ARG",2015,NA,NA,41,10.2,6.5,11.5,NA,NA
"117","ARG",2016,NA,NA,40,9.7,6.4,10.9,NA,NA
"118","ARG",2017,NA,NA,39,9.2,6.3,10.3,NA,NA
"119","ARG",2018,NA,NA,NA,8.6,6,9.7,0,1
"120","ARG",2019,NA,NA,NA,8.1,5.3,9.1,0,1
"121","ARM",2000,NA,NA,43,27,16.1,30.6,0,1
"122","ARM",2001,NA,NA,42,25.7,15.3,29.1,NA,NA
"123","ARM",2002,NA,NA,39,24.5,14.5,27.7,NA,NA
"124","ARM",2003,NA,NA,38,23.3,13.8,26.3,NA,NA
"125","ARM",2004,NA,NA,36,22.2,13.1,25,NA,NA
"126","ARM",2005,NA,NA,35,21.1,12.5,23.7,NA,NA
"127","ARM",2006,1,1,36,20,11.9,22.5,NA,NA
"128","ARM",2007,1,1,32,19,11.3,21.4,NA,NA
"129","ARM",2008,NA,NA,36,18.1,10.7,20.3,NA,NA
"130","ARM",2009,NA,NA,32,17.2,10.1,19.2,NA,NA
"131","ARM",2010,NA,NA,32,16.3,9.6,18.3,NA,NA
"132","ARM",2011,NA,NA,30,15.5,9.1,17.3,NA,NA
"133","ARM",2012,NA,NA,30,14.7,8.7,16.4,NA,NA
"134","ARM",2013,1,1,26,14,8.2,15.6,NA,NA
"135","ARM",2014,1,1,27,13.3,7.8,14.8,NA,NA
"136","ARM",2015,NA,NA,28,12.6,7.4,14.1,NA,NA
"137","ARM",2016,1,1,26,12,7,13.4,NA,NA
"138","ARM",2017,1,1,26,11.3,6.7,12.7,NA,NA
"139","ARM",2018,NA,NA,NA,10.8,6.4,12.1,NA,NA
"140","ARM",2019,1,1,NA,10.2,6,11.5,NA,NA
"141","ATG",2000,NA,NA,44,12.6,9.7,15.5,NA,NA
"142","ATG",2001,NA,NA,44,12.3,9.5,15.1,NA,NA
"143","ATG",2002,NA,NA,43,11.9,9.3,14.6,NA,NA
"144","ATG",2003,NA,NA,44,11.5,8.9,14.1,NA,NA
"145","ATG",2004,NA,NA,41,11,8.6,13.5,NA,NA
"146","ATG",2005,NA,NA,40,10.6,8.2,12.9,NA,NA
"147","ATG",2006,NA,NA,46,10.1,7.7,12.3,NA,NA
"148","ATG",2007,NA,NA,48,9.6,7.3,11.7,NA,NA
"149","ATG",2008,NA,NA,50,9.2,6.8,11.1,NA,NA
"150","ATG",2009,NA,NA,45,8.7,6.3,10.6,NA,NA
"151","ATG",2010,NA,NA,44,8.3,5.8,10,NA,NA
"152","ATG",2011,NA,NA,43,7.9,5.4,9.5,NA,NA
"153","ATG",2012,NA,NA,44,7.5,5.1,9,NA,NA
"154","ATG",2013,NA,NA,43,7.1,4.7,8.5,NA,NA
"155","ATG",2014,NA,NA,42,6.8,4.5,8.1,NA,NA
"156","ATG",2015,NA,NA,43,6.5,4.2,7.8,NA,NA
"157","ATG",2016,NA,NA,43,6.2,4.1,7.4,NA,NA
"158","ATG",2017,NA,NA,42,6,3.9,7.1,NA,NA
"159","ATG",2018,NA,NA,NA,5.8,3.8,6.9,NA,NA
"160","ATG",2019,NA,NA,NA,5.6,3.6,6.6,NA,NA
"161","AUS",2000,NA,NA,7,5.1,3.5,6.2,NA,NA
"162","AUS",2001,NA,NA,6,5,3.5,6.1,NA,NA
"163","AUS",2002,NA,NA,6,5,3.4,6,0,1
"164","AUS",2003,NA,NA,6,4.9,3.4,5.9,NA,NA
"165","AUS",2004,NA,NA,5,4.8,3.3,5.8,NA,NA
"166","AUS",2005,NA,NA,5,4.8,3.2,5.7,NA,NA
"167","AUS",2006,NA,NA,5,4.7,3.1,5.6,0,1
"168","AUS",2007,NA,NA,5,4.5,3,5.4,NA,NA
"169","AUS",2008,NA,NA,5,4.4,2.9,5.2,NA,NA
"170","AUS",2009,NA,NA,5,4.2,2.8,5,NA,NA
"171","AUS",2010,NA,NA,5,4,2.7,4.8,NA,NA
"172","AUS",2011,NA,NA,6,3.8,2.6,4.5,NA,NA
"173","AUS",2012,NA,NA,6,3.6,2.5,4.3,NA,NA
"174","AUS",2013,NA,NA,6,3.5,2.4,4.1,NA,NA
"175","AUS",2014,NA,NA,6,3.4,2.4,4,NA,NA
"176","AUS",2015,NA,NA,6,3.3,2.3,3.9,NA,NA
"177","AUS",2016,NA,NA,6,3.2,2.3,3.8,NA,NA
"178","AUS",2017,NA,NA,6,3.2,2.3,3.8,NA,NA
"179","AUS",2018,NA,NA,NA,3.2,2.3,3.7,0,1
"180","AUS",2019,1,1,NA,3.2,2.4,3.7,NA,NA
"181","AUT",2000,NA,NA,6,4.6,3.1,5.5,NA,NA
"182","AUT",2001,NA,NA,6,4.5,3.1,5.4,NA,NA
"183","AUT",2002,NA,NA,6,4.4,3.1,5.3,NA,NA
"184","AUT",2003,NA,NA,6,4.3,3,5.2,NA,NA
"185","AUT",2004,NA,NA,5,4.2,2.9,5.1,NA,NA
"186","AUT",2005,NA,NA,6,4.1,2.8,4.9,NA,NA
"187","AUT",2006,NA,NA,5,3.9,2.8,4.7,NA,NA
"188","AUT",2007,NA,NA,5,3.8,2.7,4.6,NA,NA
"189","AUT",2008,NA,NA,5,3.8,2.6,4.5,NA,NA
"190","AUT",2009,NA,NA,5,3.7,2.6,4.5,NA,NA
"191","AUT",2010,NA,NA,5,3.6,2.5,4.3,NA,NA
"192","AUT",2011,NA,NA,5,3.5,2.4,4.2,NA,NA
"193","AUT",2012,NA,NA,5,3.3,2.4,4,NA,NA
"194","AUT",2013,NA,NA,5,3.2,2.3,3.9,NA,NA
"195","AUT",2014,NA,NA,5,3.1,2.3,3.8,NA,NA
"196","AUT",2015,NA,NA,5,3,2.2,3.7,NA,NA
"197","AUT",2016,NA,NA,5,3,2.2,3.6,NA,NA
"198","AUT",2017,NA,NA,5,2.9,2.2,3.6,NA,NA
"199","AUT",2018,NA,NA,NA,2.9,2.2,3.6,NA,NA
"200","AUT",2019,NA,NA,NA,2.9,2.3,3.6,NA,NA
"201","AZE",2000,1,1,47,60.9,34.3,74.4,1,1
"202","AZE",2001,1,1,44,57.2,32.8,69.3,NA,NA
"203","AZE",2002,1,1,43,53.5,31.3,64.3,NA,NA
"204","AZE",2003,NA,NA,44,50.1,29.8,59.7,NA,NA
"205","AZE",2004,NA,NA,39,47,28.3,55.6,NA,NA
"206","AZE",2005,1,1,42,44.1,26.8,51.9,NA,NA
"207","AZE",2006,1,1,35,41.5,25.5,48.6,NA,NA
"208","AZE",2007,1,1,34,39.1,24.1,45.5,NA,NA
"209","AZE",2008,1,1,32,36.8,22.8,42.7,NA,NA
"210","AZE",2009,1,1,32,34.7,21.6,39.9,NA,NA
"211","AZE",2010,1,1,31,32.5,20.3,37.3,NA,NA
"212","AZE",2011,1,1,30,30.5,18.8,34.9,NA,NA
"213","AZE",2012,1,1,29,28.5,17.3,32.5,1,0
"214","AZE",2013,1,1,28,26.7,16,30.3,NA,NA
"215","AZE",2014,1,1,28,24.9,14.7,28.2,NA,NA
"216","AZE",2015,1,1,27,23.3,13.5,26.3,NA,NA
"217","AZE",2016,1,1,26,21.8,12.5,24.5,NA,NA
"218","AZE",2017,1,1,26,20.3,11.7,22.8,NA,NA
"219","AZE",2018,1,1,NA,19.2,10.9,21.5,NA,NA
"220","AZE",2019,1,1,NA,18.2,10.4,20.4,NA,NA
"221","BDI",2000,1,1,1010,94.7,36.6,154.5,NA,NA
"222","BDI",2001,1,1,956,91.9,36,149.4,NA,NA
"223","BDI",2002,1,1,925,88.9,35.4,143.8,NA,NA
"224","BDI",2003,1,1,890,85.7,34.8,138.1,0,1
"225","BDI",2004,1,1,844,82.3,34.1,131.9,1,0
"226","BDI",2005,1,1,814,78.4,33.2,124.9,0,1
"227","BDI",2006,1,1,785,74.4,32.3,117.6,NA,NA
"228","BDI",2007,1,1,756,70.4,31.3,110.5,NA,NA
"229","BDI",2008,1,1,733,66.5,30.2,103.6,0,1
"230","BDI",2009,1,1,698,62.9,29.2,97.1,0,1
"231","BDI",2010,NA,NA,665,59.4,28.2,91,0,1
"232","BDI",2011,NA,NA,635,56.3,27.1,85.5,NA,NA
"233","BDI",2012,1,1,608,53.4,26.1,80.3,NA,NA
"234","BDI",2013,1,1,591,50.7,25.2,75.5,NA,NA
"235","BDI",2014,1,1,576,48.2,24.4,71.3,NA,NA
"236","BDI",2015,1,1,568,46.2,23.6,67.6,NA,NA
"237","BDI",2016,1,1,558,44.4,23,64.4,NA,NA
"238","BDI",2017,1,1,548,42.7,22.4,61.5,NA,NA
"239","BDI",2018,1,1,NA,41.3,21.8,59,NA,NA
"240","BDI",2019,1,1,NA,39.9,21.3,56.6,NA,NA
"241","BEL",2000,NA,NA,8,4.8,3,5.8,NA,NA
"242","BEL",2001,NA,NA,8,4.6,2.8,5.6,NA,NA
"243","BEL",2002,NA,NA,7,4.4,2.8,5.4,NA,NA
"244","BEL",2003,NA,NA,7,4.3,2.7,5.2,NA,NA
"245","BEL",2004,NA,NA,7,4.2,2.7,5.1,NA,NA
"246","BEL",2005,NA,NA,7,4,2.6,4.9,NA,NA
"247","BEL",2006,NA,NA,7,4,2.6,4.8,NA,NA
"248","BEL",2007,NA,NA,7,3.9,2.5,4.7,NA,NA
"249","BEL",2008,NA,NA,7,3.8,2.5,4.6,NA,NA
"250","BEL",2009,NA,NA,6,3.7,2.4,4.5,NA,NA
"251","BEL",2010,NA,NA,6,3.6,2.3,4.4,NA,NA
"252","BEL",2011,NA,NA,6,3.6,2.3,4.4,NA,NA
"253","BEL",2012,NA,NA,6,3.5,2.3,4.3,NA,NA
"254","BEL",2013,NA,NA,6,3.4,2.3,4.2,NA,NA
"255","BEL",2014,NA,NA,6,3.3,2.3,4.1,NA,NA
"256","BEL",2015,NA,NA,5,3.3,2.3,4.1,NA,NA
"257","BEL",2016,NA,NA,5,3.3,2.3,4.1,NA,NA
"258","BEL",2017,1,1,5,3.3,2.3,4.1,NA,NA
"259","BEL",2018,NA,NA,NA,3.4,2.4,4.2,NA,NA
"260","BEL",2019,1,1,NA,3.4,2.4,4.2,NA,NA
"261","BEN",2000,NA,NA,520,85,39,136.8,NA,NA
"262","BEN",2001,NA,NA,516,83.3,38.3,133.7,NA,NA
"263","BEN",2002,NA,NA,511,81.5,37.6,130.5,NA,NA
"264","BEN",2003,NA,NA,510,79.8,36.8,127.4,NA,NA
"265","BEN",2004,NA,NA,505,78.2,36.2,124.4,NA,NA
"266","BEN",2005,NA,NA,500,76.5,35.8,121.5,NA,NA
"267","BEN",2006,NA,NA,493,75,35.3,118.8,NA,NA
"268","BEN",2007,NA,NA,486,73.6,35,116.2,NA,NA
"269","BEN",2008,NA,NA,480,72.2,34.6,113.7,NA,NA
"270","BEN",2009,NA,NA,471,70.9,34.3,111.3,NA,NA
"271","BEN",2010,NA,NA,464,69.6,33.9,109,NA,NA
"272","BEN",2011,NA,NA,458,68.3,33.5,106.7,NA,NA
"273","BEN",2012,NA,NA,450,67,33.1,104.4,NA,NA
"274","BEN",2013,NA,NA,441,65.7,32.7,102.1,NA,NA
"275","BEN",2014,NA,NA,432,64.4,32.3,99.8,NA,NA
"276","BEN",2015,NA,NA,421,63.2,31.9,97.6,NA,NA
"277","BEN",2016,NA,NA,408,61.9,31.5,95.4,NA,NA
"278","BEN",2017,NA,NA,397,60.6,31.1,93.2,NA,NA
"279","BEN",2018,NA,NA,NA,59.3,30.6,90.9,NA,NA
"280","BEN",2019,NA,NA,NA,57.9,30.2,88.4,NA,NA
"281","BFA",2000,NA,NA,516,90.9,40.7,178.9,NA,NA
"282","BFA",2001,NA,NA,501,89.3,39.9,174.9,0,1
"283","BFA",2002,NA,NA,486,87.6,39.2,170.4,NA,NA
"284","BFA",2003,NA,NA,471,85.5,38.3,165.3,NA,NA
"285","BFA",2004,NA,NA,454,83.3,37.2,159.5,NA,NA
"286","BFA",2005,NA,NA,437,80.8,36,153.1,NA,NA
"287","BFA",2006,NA,NA,422,78.1,34.8,146.3,NA,NA
"288","BFA",2007,NA,NA,410,75.4,33.7,139.5,NA,NA
"289","BFA",2008,NA,NA,401,72.7,32.7,132.9,NA,NA
"290","BFA",2009,NA,NA,393,70.3,31.9,126.9,NA,NA
"291","BFA",2010,NA,NA,385,68.1,31.2,121.5,NA,NA
"292","BFA",2011,NA,NA,377,66.3,30.5,116.9,0,1
"293","BFA",2012,NA,NA,369,64.4,29.9,112.5,NA,NA
"294","BFA",2013,NA,NA,362,62.7,29.3,108.3,NA,NA
"295","BFA",2014,NA,NA,353,61.2,28.8,104.5,0,1
"296","BFA",2015,NA,NA,343,59.6,28.2,100.9,NA,NA
"297","BFA",2016,NA,NA,331,58.2,27.7,97.5,NA,NA
"298","BFA",2017,1,1,320,56.7,27.3,94.1,NA,NA
"299","BFA",2018,1,1,NA,55.4,26.7,90.8,NA,NA
"300","BFA",2019,1,1,NA,54.1,26.2,87.8,NA,NA
"301","BGD",2000,1,1,434,63.1,44,86,1,0
"302","BGD",2001,1,1,423,60,42.2,81.1,NA,NA
"303","BGD",2002,1,1,410,57,40.4,76.5,NA,NA
"304","BGD",2003,1,1,395,54.3,38.8,72.3,1,0
"305","BGD",2004,1,1,372,51.8,37.3,68.3,1,0
"306","BGD",2005,1,1,343,49.4,35.9,64.6,NA,NA
"307","BGD",2006,1,1,315,47,34.5,61,NA,NA
"308","BGD",2007,1,1,297,44.8,33.1,57.8,NA,NA
"309","BGD",2008,1,1,280,42.7,31.8,54.7,NA,NA
"310","BGD",2009,1,1,269,40.7,30.6,51.8,0,1
"311","BGD",2010,1,1,258,38.9,29.4,49.1,NA,NA
"312","BGD",2011,1,1,248,37.2,28.2,46.7,NA,NA
"313","BGD",2012,0,0,238,35.6,27.1,44.4,NA,NA
"314","BGD",2013,1,1,227,34,25.9,42.2,NA,NA
"315","BGD",2014,1,1,214,32.5,24.8,40.1,NA,NA
"316","BGD",2015,1,1,200,31,23.6,38.1,1,0
"317","BGD",2016,1,1,186,29.6,22.4,36.1,1,0
"318","BGD",2017,1,1,173,28.2,20.9,34.2,NA,NA
"319","BGD",2018,1,1,NA,26.8,19.7,32.4,NA,NA
"320","BGD",2019,1,1,NA,25.5,18.5,30.7,NA,NA
"321","BGR",2000,NA,NA,19,14.4,7.9,17.5,0,1
"322","BGR",2001,NA,NA,18,13.8,7.6,16.7,NA,NA
"323","BGR",2002,NA,NA,17,13.2,7.3,15.9,NA,NA
"324","BGR",2003,NA,NA,16,12.5,6.9,15.1,NA,NA
"325","BGR",2004,NA,NA,16,11.8,6.4,14.2,NA,NA
"326","BGR",2005,NA,NA,15,11,6,13.3,NA,NA
"327","BGR",2006,NA,NA,14,10.3,5.6,12.4,1,0
"328","BGR",2007,NA,NA,13,9.9,5.3,11.8,NA,NA
"329","BGR",2008,NA,NA,13,9.5,5.2,11.4,NA,NA
"330","BGR",2009,NA,NA,12,9.3,5.2,11.1,NA,NA
"331","BGR",2010,NA,NA,12,9,5.1,10.8,NA,NA
"332","BGR",2011,NA,NA,12,8.7,5,10.4,NA,NA
"333","BGR",2012,NA,NA,11,8.2,4.8,9.8,1,0
"334","BGR",2013,NA,NA,10,7.8,4.5,9.3,NA,NA
"335","BGR",2014,NA,NA,11,7.3,4.3,8.7,NA,NA
"336","BGR",2015,NA,NA,10,6.9,4.1,8.2,NA,NA
"337","BGR",2016,NA,NA,10,6.5,3.9,7.7,NA,NA
"338","BGR",2017,NA,NA,10,6.1,3.7,7.3,NA,NA
"339","BGR",2018,NA,NA,NA,5.8,3.4,7,NA,NA
"340","BGR",2019,NA,NA,NA,5.5,3.2,6.6,NA,NA
"341","BHR",2000,NA,NA,27,10.7,4.7,12.5,NA,NA
"342","BHR",2001,NA,NA,19,10.3,4.4,12,NA,NA
"343","BHR",2002,NA,NA,25,10,4.1,11.6,NA,NA
"344","BHR",2003,NA,NA,21,9.7,3.9,11.3,NA,NA
"345","BHR",2004,NA,NA,21,9.4,3.7,11,NA,NA
"346","BHR",2005,NA,NA,19,9.1,3.6,10.6,NA,NA
"347","BHR",2006,NA,NA,24,8.8,3.4,10.2,NA,NA
"348","BHR",2007,NA,NA,16,8.4,3.3,9.8,NA,NA
"349","BHR",2008,NA,NA,18,8,3.2,9.3,NA,NA
"350","BHR",2009,NA,NA,19,7.6,3.2,8.9,NA,NA
"351","BHR",2010,NA,NA,18,7.3,3.2,8.5,NA,NA
"352","BHR",2011,NA,NA,15,7,3.2,8.2,NA,NA
"353","BHR",2012,1,1,18,6.8,3.2,8,NA,NA
"354","BHR",2013,NA,NA,17,6.7,3.2,7.8,NA,NA
"355","BHR",2014,NA,NA,15,6.6,3.2,7.7,NA,NA
"356","BHR",2015,NA,NA,15,6.5,3.2,7.6,NA,NA
"357","BHR",2016,NA,NA,15,6.4,3.2,7.5,NA,NA
"358","BHR",2017,NA,NA,14,6.3,3.1,7.3,NA,NA
"359","BHR",2018,NA,NA,NA,6.1,3.1,7.1,NA,NA
"360","BHR",2019,NA,NA,NA,5.9,3,7,NA,NA
"361","BHS",2000,NA,NA,75,13.9,8,16.3,NA,NA
"362","BHS",2001,NA,NA,76,14,8.2,16.4,NA,NA
"363","BHS",2002,NA,NA,78,14.1,8.3,16.5,NA,NA
"364","BHS",2003,NA,NA,79,14.3,8.5,16.7,NA,NA
"365","BHS",2004,NA,NA,78,14.4,8.6,16.8,NA,NA
"366","BHS",2005,NA,NA,77,14.4,8.7,16.8,NA,NA
"367","BHS",2006,NA,NA,78,14.3,8.7,16.7,NA,NA
"368","BHS",2007,NA,NA,77,14.1,8.6,16.5,NA,NA
"369","BHS",2008,NA,NA,77,13.9,8.5,16.2,NA,NA
"370","BHS",2009,NA,NA,78,13.6,8.3,15.9,NA,NA
"371","BHS",2010,NA,NA,78,13.3,8.1,15.6,NA,NA
"372","BHS",2011,NA,NA,78,13,7.9,15.2,NA,NA
"373","BHS",2012,NA,NA,78,12.8,7.8,14.9,NA,NA
"374","BHS",2013,NA,NA,78,12.5,7.7,14.6,NA,NA
"375","BHS",2014,NA,NA,77,12.2,7.5,14.3,NA,NA
"376","BHS",2015,NA,NA,74,12,7.4,14,NA,NA
"377","BHS",2016,NA,NA,72,11.7,7.3,13.7,NA,NA
"378","BHS",2017,NA,NA,70,11.4,7.2,13.3,NA,NA
"379","BHS",2018,NA,NA,NA,11.2,7,13,NA,NA
"380","BHS",2019,NA,NA,NA,14.5,6.9,22.4,NA,NA
"381","BIH",2000,NA,NA,17,8.7,6.9,9.9,0,1
"382","BIH",2001,NA,NA,16,8.4,6.5,9.6,NA,NA
"383","BIH",2002,NA,NA,14,8.2,6.2,9.3,NA,NA
"384","BIH",2003,NA,NA,14,8.1,5.9,9.2,0,1
"385","BIH",2004,NA,NA,14,7.9,5.7,9.1,NA,NA
"386","BIH",2005,NA,NA,13,7.8,5.5,8.9,NA,NA
"387","BIH",2006,NA,NA,13,7.5,5.4,8.6,NA,NA
"388","BIH",2007,NA,NA,13,7.2,5.3,8.3,NA,NA
"389","BIH",2008,NA,NA,11,6.9,5.3,7.9,NA,NA
"390","BIH",2009,NA,NA,11,6.6,5.2,7.5,NA,NA
"391","BIH",2010,NA,NA,11,6.3,5.1,7.2,NA,NA
"392","BIH",2011,NA,NA,10,6,5,6.9,NA,NA
"393","BIH",2012,NA,NA,10,5.8,4.9,6.7,NA,NA
"394","BIH",2013,NA,NA,10,5.6,4.8,6.5,NA,NA
"395","BIH",2014,NA,NA,10,5.5,4.7,6.4,NA,NA
"396","BIH",2015,NA,NA,10,5.4,4.6,6.3,NA,NA
"397","BIH",2016,NA,NA,10,5.3,4.5,6.2,NA,NA
"398","BIH",2017,NA,NA,10,5.3,4.4,6.1,NA,NA
"399","BIH",2018,NA,NA,NA,5.2,4.3,6,NA,NA
"400","BIH",2019,NA,NA,NA,5.1,4.2,5.9,NA,NA
