"","ISO","year","totdeath","armconf1","matmor","infmor","neomor","under5mor","earthquake","drought"
"4466",NA,2005,NA,NA,635,70.5457306,36.54014045,109.2324478,NA,NA
"4467",NA,2006,NA,NA,607,67.94206388,35.58180747,104.4702532,NA,NA
"4468",NA,2007,NA,NA,581,65.42056324,34.62179809,99.91922375,NA,NA
"4469",NA,2008,NA,NA,560,63.52472129,33.74510311,96.69395234,NA,NA
"4470",NA,2009,NA,NA,540,60.90429846,32.87871954,91.48490983,NA,NA
"4471",NA,2010,NA,NA,520,59.32133673,32.072774,88.87322133,NA,NA
"4472",NA,2011,NA,NA,502,56.88961096,31.25891538,84.10788726,NA,NA
"4473",NA,2012,NA,NA,486,55.01304124,30.49523595,80.69517945,NA,NA
"4474",NA,2013,NA,NA,471,53.2748121,29.74980531,77.47061506,NA,NA
"4475",NA,2014,NA,NA,459,51.69869798,29.03046863,74.59981384,NA,NA
"4476",NA,2015,NA,NA,442,50.25013479,28.31983796,72.0240888,NA,NA
"4477",NA,2016,NA,NA,427,48.76611812,27.632981,69.31512935,NA,NA
"4478",NA,2017,NA,NA,415,47.32042009,26.96018427,66.95231094,NA,NA
"4479",NA,2018,NA,NA,NA,46.01501889,26.29520215,64.77646252,NA,NA
"4480",NA,2019,NA,NA,NA,44.77142153,25.67307445,62.67344302,NA,NA
"4481",NA,2000,NA,NA,845,89.2,41.8,145.2,NA,NA
"4482",NA,2001,NA,NA,817,86.2,40.8,139.6,NA,NA
"4483",NA,2002,NA,NA,796,83.1,39.8,133.8,NA,NA
"4484",NA,2003,NA,NA,770,80,38.8,128.1,NA,NA
"4485",NA,2004,NA,NA,738,77,37.9,122.5,NA,NA
"4486",NA,2005,NA,NA,700,74.2,36.9,117.2,NA,NA
"4487",NA,2006,NA,NA,668,71.5,36.1,112.2,NA,NA
"4488",NA,2007,NA,NA,638,69,35.2,107.4,NA,NA
"4489",NA,2008,NA,NA,613,66.6,34.4,102.8,NA,NA
"4490",NA,2009,NA,NA,590,64.4,33.6,98.5,NA,NA
"4491",NA,2010,NA,NA,567,62.5,32.8,94.6,NA,NA
"4492",NA,2011,NA,NA,547,60.4,32.1,90.8,NA,NA
"4493",NA,2012,NA,NA,529,58.7,31.4,87.7,NA,NA
"4494",NA,2013,NA,NA,513,57.1,30.7,84.5,NA,NA
"4495",NA,2014,NA,NA,501,55.5,30,81.6,NA,NA
"4496",NA,2015,NA,NA,482,53.9,29.4,78.7,NA,NA
"4497",NA,2016,NA,NA,467,52.4,28.8,75.7,NA,NA
"4498",NA,2017,NA,NA,453,50.8,28.2,72.8,NA,NA
"4499",NA,2018,NA,NA,NA,49.5,27.5,70.5,NA,NA
"4500",NA,2019,NA,NA,NA,48.2,27,68.2,NA,NA
"4501","LIE",2000,NA,NA,NA,NA,NA,NA,NA,NA
"4502","LIE",2001,NA,NA,NA,NA,NA,NA,NA,NA
"4503","LIE",2002,NA,NA,NA,NA,NA,NA,NA,NA
"4504","LIE",2003,NA,NA,NA,NA,NA,NA,NA,NA
"4505","LIE",2004,NA,NA,NA,NA,NA,NA,NA,NA
"4506","LIE",2005,NA,NA,NA,NA,NA,NA,NA,NA
"4507","LIE",2006,NA,NA,NA,NA,NA,NA,NA,NA
"4508","LIE",2007,NA,NA,NA,NA,NA,NA,NA,NA
"4509","LIE",2008,NA,NA,NA,NA,NA,NA,NA,NA
"4510","LIE",2009,NA,NA,NA,NA,NA,NA,NA,NA
"4511","LIE",2010,NA,NA,NA,NA,NA,NA,NA,NA
"4512","LIE",2011,NA,NA,NA,NA,NA,NA,NA,NA
"4513","LIE",2012,NA,NA,NA,NA,NA,NA,NA,NA
"4514","LIE",2013,NA,NA,NA,NA,NA,NA,NA,NA
"4515","LIE",2014,NA,NA,NA,NA,NA,NA,NA,NA
"4516","LIE",2015,NA,NA,NA,NA,NA,NA,NA,NA
"4517","LIE",2016,NA,NA,NA,NA,NA,NA,NA,NA
"4518","LIE",2017,NA,NA,NA,NA,NA,NA,NA,NA
"4519","LIE",2018,NA,NA,NA,NA,NA,NA,NA,NA
"4520","LIE",2019,NA,NA,NA,NA,NA,NA,NA,NA
"4521",NA,2000,NA,NA,422,65.4,38.9,93.2,NA,NA
"4522",NA,2001,NA,NA,412,63.3,37.8,89.8,NA,NA
"4523",NA,2002,NA,NA,401,61.2,36.7,86.5,NA,NA
"4524",NA,2003,NA,NA,388,59.2,35.6,83.3,NA,NA
"4525",NA,2004,NA,NA,375,57.3,34.5,80.6,NA,NA
"4526",NA,2005,NA,NA,359,55.2,33.6,77.1,NA,NA
"4527",NA,2006,NA,NA,344,53.4,32.6,74.1,NA,NA
"4528",NA,2007,NA,NA,331,51.6,31.8,71.3,NA,NA
"4529",NA,2008,NA,NA,320,50,30.9,69,NA,NA
"4530",NA,2009,NA,NA,310,48.1,30,65.9,NA,NA
"4531",NA,2010,NA,NA,301,46.6,29.1,63.9,NA,NA
"4532",NA,2011,NA,NA,292,44.9,28.3,61,NA,NA
"4533",NA,2012,NA,NA,284,43.4,27.5,58.7,NA,NA
"4534",NA,2013,NA,NA,276,42,26.7,56.7,NA,NA
"4535",NA,2014,NA,NA,270,40.7,25.9,54.7,NA,NA
"4536",NA,2015,NA,NA,264,39.5,25.2,52.9,NA,NA
"4537",NA,2016,NA,NA,257,38.3,24.6,51.2,NA,NA
"4538",NA,2017,NA,NA,253,37.1,23.9,49.5,NA,NA
"4539",NA,2018,NA,NA,NA,36,23.2,47.9,NA,NA
"4540",NA,2019,NA,NA,NA,34.9,22.5,46.4,NA,NA
"4541",NA,2000,NA,NA,379,57.96637283,33.36023506,83.45614185,NA,NA
"4542",NA,2001,NA,NA,371,56.03694978,32.35453834,80.50564151,NA,NA
"4543",NA,2002,NA,NA,363,54.06598868,31.32604785,77.481278,NA,NA
"4544",NA,2003,NA,NA,354,52.15183055,30.31363536,74.49600108,NA,NA
"4545",NA,2004,NA,NA,342,50.3639507,29.30561946,71.86707167,NA,NA
"4546",NA,2005,NA,NA,328,48.41730032,28.37756504,68.71825905,NA,NA
"4547",NA,2006,NA,NA,315,46.66697594,27.46054467,65.9658393,NA,NA
"4548",NA,2007,NA,NA,303,44.95764464,26.602416,63.29717149,NA,NA
"4549",NA,2008,NA,NA,293,43.39549262,25.80007724,60.93543851,NA,NA
"4550",NA,2009,NA,NA,284,41.73020931,24.98456463,58.20325621,NA,NA
"4551",NA,2010,NA,NA,274,40.33727737,24.20537014,56.11776739,NA,NA
"4552",NA,2011,NA,NA,266,38.84470876,23.45985462,53.649406,NA,NA
"4553",NA,2012,NA,NA,258,37.55642936,22.77478969,51.67731096,NA,NA
"4554",NA,2013,NA,NA,252,36.34929239,22.11672843,49.8110285,NA,NA
"4555",NA,2014,NA,NA,247,35.24593027,21.48703755,48.11389514,NA,NA
"4556",NA,2015,NA,NA,241,34.18082542,20.92053205,46.52706987,NA,NA
"4557",NA,2016,NA,NA,235,33.21680457,20.41639192,45.03196399,NA,NA
"4558",NA,2017,NA,NA,231,32.23513926,19.89868006,43.5743925,NA,NA
"4559",NA,2018,NA,NA,NA,31.34634663,19.41617131,42.25005057,NA,NA
"4560",NA,2019,NA,NA,NA,30.51231811,18.88550345,41.03338532,NA,NA
"4561",NA,2000,NA,NA,62,27.61762013,18.81336847,33.53700668,NA,NA
"4562",NA,2001,NA,NA,59,25.81505881,17.63851434,31.29122157,NA,NA
"4563",NA,2002,NA,NA,57,23.99173126,16.46524469,29.09232751,NA,NA
"4564",NA,2003,NA,NA,54,22.21416832,15.30255439,26.89272744,NA,NA
"4565",NA,2004,NA,NA,52,20.65192199,14.11662725,25.03750656,NA,NA
"4566",NA,2005,NA,NA,50,18.99849138,13.06187155,23.01650793,NA,NA
"4567",NA,2006,NA,NA,48,17.62705798,12.03385813,21.33466962,NA,NA
"4568",NA,2007,NA,NA,46,16.40481263,11.12287003,19.87007182,NA,NA
"4569",NA,2008,NA,NA,45,15.26947255,10.28222712,18.57036552,NA,NA
"4570",NA,2009,NA,NA,43,14.33212169,9.508717856,17.47741463,NA,NA
"4571",NA,2010,NA,NA,41,13.38867481,8.88381248,16.36936726,NA,NA
"4572",NA,2011,NA,NA,39,12.56983042,8.277255222,15.40299855,NA,NA
"4573",NA,2012,NA,NA,38,11.8225541,7.793667381,14.49599339,NA,NA
"4574",NA,2013,NA,NA,37,11.15988427,7.316583817,13.68600268,NA,NA
"4575",NA,2014,NA,NA,36,10.50869273,6.841185392,12.94451908,NA,NA
"4576",NA,2015,NA,NA,36,9.917998001,6.434364476,12.20938904,NA,NA
"4577",NA,2016,NA,NA,35,9.460431298,6.155484291,11.66048734,NA,NA
"4578",NA,2017,NA,NA,34,8.87335943,5.774939858,10.99233667,NA,NA
"4579",NA,2018,NA,NA,NA,8.412676403,5.46362185,10.44995711,NA,NA
"4580",NA,2019,NA,NA,NA,8.007919717,5.12971021,9.96841842,NA,NA
"4581","MAC",2000,NA,NA,NA,NA,NA,NA,NA,NA
"4582","MAC",2001,NA,NA,NA,NA,NA,NA,NA,NA
"4583","MAC",2002,NA,NA,NA,NA,NA,NA,NA,NA
"4584","MAC",2003,NA,NA,NA,NA,NA,NA,NA,NA
"4585","MAC",2004,NA,NA,NA,NA,NA,NA,NA,NA
"4586","MAC",2005,NA,NA,NA,NA,NA,NA,NA,NA
"4587","MAC",2006,NA,NA,NA,NA,NA,NA,NA,NA
"4588","MAC",2007,NA,NA,NA,NA,NA,NA,NA,NA
"4589","MAC",2008,NA,NA,NA,NA,NA,NA,NA,NA
"4590","MAC",2009,NA,NA,NA,NA,NA,NA,NA,NA
"4591","MAC",2010,NA,NA,NA,NA,NA,NA,NA,NA
"4592","MAC",2011,NA,NA,NA,NA,NA,NA,NA,NA
"4593","MAC",2012,NA,NA,NA,NA,NA,NA,NA,NA
"4594","MAC",2013,NA,NA,NA,NA,NA,NA,NA,NA
"4595","MAC",2014,NA,NA,NA,NA,NA,NA,NA,NA
"4596","MAC",2015,NA,NA,NA,NA,NA,NA,NA,NA
"4597","MAC",2016,NA,NA,NA,NA,NA,NA,NA,NA
"4598","MAC",2017,NA,NA,NA,NA,NA,NA,NA,NA
"4599","MAC",2018,NA,NA,NA,NA,NA,NA,NA,NA
"4600","MAC",2019,NA,NA,NA,NA,NA,NA,NA,NA
"4601","MAF",2000,NA,NA,NA,NA,NA,NA,NA,NA
"4602","MAF",2001,NA,NA,NA,NA,NA,NA,NA,NA
"4603","MAF",2002,NA,NA,NA,NA,NA,NA,NA,NA
"4604","MAF",2003,NA,NA,NA,NA,NA,NA,NA,NA
"4605","MAF",2004,NA,NA,NA,NA,NA,NA,NA,NA
"4606","MAF",2005,NA,NA,NA,NA,NA,NA,NA,NA
"4607","MAF",2006,NA,NA,NA,NA,NA,NA,NA,NA
"4608","MAF",2007,NA,NA,NA,NA,NA,NA,NA,NA
"4609","MAF",2008,NA,NA,NA,NA,NA,NA,NA,NA
"4610","MAF",2009,NA,NA,NA,NA,NA,NA,NA,NA
"4611","MAF",2010,NA,NA,NA,NA,NA,NA,NA,NA
"4612","MAF",2011,NA,NA,NA,NA,NA,NA,NA,NA
"4613","MAF",2012,NA,NA,NA,NA,NA,NA,NA,NA
"4614","MAF",2013,NA,NA,NA,NA,NA,NA,NA,NA
"4615","MAF",2014,NA,NA,NA,NA,NA,NA,NA,NA
"4616","MAF",2015,NA,NA,NA,NA,NA,NA,NA,NA
"4617","MAF",2016,NA,NA,NA,NA,NA,NA,NA,NA
"4618","MAF",2017,NA,NA,NA,NA,NA,NA,NA,NA
"4619","MAF",2018,NA,NA,NA,NA,NA,NA,NA,NA
"4620","MAF",2019,NA,NA,NA,NA,NA,NA,NA,NA
"4621","MCO",2000,NA,NA,NA,4.2,2.8,5.2,NA,NA
"4622","MCO",2001,NA,NA,NA,4.1,2.7,5,NA,NA
"4623","MCO",2002,NA,NA,NA,4,2.6,4.8,NA,NA
"4624","MCO",2003,NA,NA,NA,3.8,2.5,4.7,NA,NA
"4625","MCO",2004,NA,NA,NA,3.7,2.5,4.6,NA,NA
"4626","MCO",2005,NA,NA,NA,3.6,2.4,4.5,NA,NA
"4627","MCO",2006,NA,NA,NA,3.6,2.4,4.4,NA,NA
"4628","MCO",2007,NA,NA,NA,3.5,2.3,4.3,NA,NA
"4629","MCO",2008,NA,NA,NA,3.4,2.2,4.2,NA,NA
"4630","MCO",2009,NA,NA,NA,3.3,2.2,4.1,NA,NA
"4631","MCO",2010,NA,NA,NA,3.3,2.2,4,NA,NA
"4632","MCO",2011,NA,NA,NA,3.2,2.1,3.9,NA,NA
"4633","MCO",2012,NA,NA,NA,3.1,2.1,3.8,NA,NA
"4634","MCO",2013,NA,NA,NA,3,2,3.7,NA,NA
"4635","MCO",2014,NA,NA,NA,3,1.9,3.6,NA,NA
"4636","MCO",2015,NA,NA,NA,2.9,1.9,3.5,NA,NA
"4637","MCO",2016,NA,NA,NA,2.8,1.8,3.4,NA,NA
"4638","MCO",2017,NA,NA,NA,2.7,1.8,3.3,NA,NA
"4639","MCO",2018,NA,NA,NA,2.6,1.7,3.2,NA,NA
"4640","MCO",2019,NA,NA,NA,2.5,1.7,3.1,NA,NA
"4641",NA,2000,NA,NA,96,34.4,21.2,42.9,NA,NA
"4642",NA,2001,NA,NA,92,32.9,20.6,40.9,NA,NA
"4643",NA,2002,NA,NA,88,31.6,20,39.1,NA,NA
"4644",NA,2003,NA,NA,91,30.3,19.5,37.3,NA,NA
"4645",NA,2004,NA,NA,85,29,18.9,35.5,NA,NA
"4646",NA,2005,NA,NA,82,27.8,18.3,33.9,NA,NA
"4647",NA,2006,NA,NA,82,26.6,17.7,32.3,NA,NA
"4648",NA,2007,NA,NA,77,25.5,17.1,30.9,NA,NA
"4649",NA,2008,NA,NA,69,24.4,16.5,29.5,NA,NA
"4650",NA,2009,NA,NA,66,23.5,15.8,28.3,NA,NA
"4651",NA,2010,NA,NA,63,22.7,15.3,27.3,NA,NA
"4652",NA,2011,NA,NA,61,22.1,14.8,26.6,NA,NA
"4653",NA,2012,NA,NA,60,21.8,14.4,26.7,NA,NA
"4654",NA,2013,NA,NA,59,21.4,13.9,26.4,NA,NA
"4655",NA,2014,NA,NA,61,20.8,13.5,25.7,NA,NA
"4656",NA,2015,NA,NA,59,20.3,13.1,24.9,NA,NA
"4657",NA,2016,NA,NA,58,19.7,12.8,24.2,NA,NA
"4658",NA,2017,NA,NA,57,19,12.6,22.9,NA,NA
"4659",NA,2018,NA,NA,NA,18.6,12.4,22.5,NA,NA
"4660",NA,2019,NA,NA,NA,18.2,12.1,21.9,NA,NA
"4661",NA,2000,NA,NA,301,52.72909074,31.98545078,73.08377901,NA,NA
"4662",NA,2001,NA,NA,295,50.8974641,30.9506499,70.40124372,NA,NA
"4663",NA,2002,NA,NA,287,49.04544527,29.8934216,67.6892745,NA,NA
"4664",NA,2003,NA,NA,280,47.26350136,28.85168633,65.04212371,NA,NA
"4665",NA,2004,NA,NA,271,45.6290176,27.81472139,62.81456821,NA,NA
"4666",NA,2005,NA,NA,260,43.7785202,26.86173307,59.93963966,NA,NA
"4667",NA,2006,NA,NA,250,42.13070038,25.91191994,57.49398368,NA,NA
"4668",NA,2007,NA,NA,240,40.51744326,25.03223046,55.11682837,NA,NA
"4669",NA,2008,NA,NA,232,39.04499472,24.20986961,53.06563683,NA,NA
"4670",NA,2009,NA,NA,225,37.41888375,23.36452252,50.53225998,NA,NA
"4671",NA,2010,NA,NA,217,36.08283758,22.55927886,48.70993528,NA,NA
"4672",NA,2011,NA,NA,210,34.63683027,21.7863452,46.38490123,NA,NA
"4673",NA,2012,NA,NA,204,33.37974699,21.07985563,44.55056711,NA,NA
"4674",NA,2013,NA,NA,199,32.21318848,20.40215676,42.86177391,NA,NA
"4675",NA,2014,NA,NA,195,31.14696198,19.75541158,41.3276083,NA,NA
"4676",NA,2015,NA,NA,190,30.11146991,19.18005868,39.90577773,NA,NA
"4677",NA,2016,NA,NA,186,29.20574848,18.67505012,38.61957468,NA,NA
"4678",NA,2017,NA,NA,184,28.28940245,18.14233133,37.35305903,NA,NA
"4679",NA,2018,NA,NA,NA,27.42020227,17.65926561,36.1300909,NA,NA
"4680",NA,2019,NA,NA,NA,26.61588924,17.1073365,35.03992027,NA,NA
"4681",NA,2000,NA,NA,106,36.73084467,22.70883547,46.00006747,NA,NA
"4682",NA,2001,NA,NA,101,35.27154885,22.1332142,43.94049278,NA,NA
"4683",NA,2002,NA,NA,96,33.83430893,21.54014093,41.96511133,NA,NA
"4684",NA,2003,NA,NA,100,32.45082878,20.94000729,40.06351011,NA,NA
"4685",NA,2004,NA,NA,94,31.0867918,20.32777134,38.201573,NA,NA
"4686",NA,2005,NA,NA,91,29.78219195,19.69885471,36.44289376,NA,NA
"4687",NA,2006,NA,NA,91,28.55968381,19.06039984,34.78565952,NA,NA
"4688",NA,2007,NA,NA,85,27.38872277,18.44066036,33.21475408,NA,NA
"4689",NA,2008,NA,NA,76,26.27419416,17.77464763,31.77575486,NA,NA
"4690",NA,2009,NA,NA,72,25.27833941,17.14297783,30.47367815,NA,NA
"4691",NA,2010,NA,NA,69,24.42373425,16.50162154,29.40666035,NA,NA
"4692",NA,2011,NA,NA,67,23.74604166,15.98781345,28.61835253,NA,NA
"4693",NA,2012,NA,NA,65,23.47459086,15.51534807,28.77428587,NA,NA
"4694",NA,2013,NA,NA,65,22.98665648,15.08482139,28.40263345,NA,NA
"4695",NA,2014,NA,NA,66,22.43742775,14.61712826,27.72794908,NA,NA
"4696",NA,2015,NA,NA,64,21.84697142,14.20843591,26.884952,NA,NA
"4697",NA,2016,NA,NA,63,21.27860785,13.89409109,26.09632454,NA,NA
"4698",NA,2017,NA,NA,62,20.50700604,13.63961743,24.7156389,NA,NA
"4699",NA,2018,NA,NA,NA,20.07496815,13.41027829,24.29228152,NA,NA
"4700",NA,2019,NA,NA,NA,19.62252894,13.17658373,23.69692941,NA,NA
"4701","MNP",2000,NA,NA,NA,NA,NA,NA,NA,NA
"4702","MNP",2001,NA,NA,NA,NA,NA,NA,NA,NA
"4703","MNP",2002,NA,NA,NA,NA,NA,NA,NA,NA
"4704","MNP",2003,NA,NA,NA,NA,NA,NA,NA,NA
"4705","MNP",2004,NA,NA,NA,NA,NA,NA,NA,NA
"4706","MNP",2005,NA,NA,NA,NA,NA,NA,NA,NA
"4707","MNP",2006,NA,NA,NA,NA,NA,NA,NA,NA
"4708","MNP",2007,NA,NA,NA,NA,NA,NA,NA,NA
"4709","MNP",2008,NA,NA,NA,NA,NA,NA,NA,NA
"4710","MNP",2009,NA,NA,NA,NA,NA,NA,NA,NA
"4711","MNP",2010,NA,NA,NA,NA,NA,NA,NA,NA
"4712","MNP",2011,NA,NA,NA,NA,NA,NA,NA,NA
"4713","MNP",2012,NA,NA,NA,NA,NA,NA,NA,NA
"4714","MNP",2013,NA,NA,NA,NA,NA,NA,NA,NA
"4715","MNP",2014,NA,NA,NA,NA,NA,NA,NA,NA
"4716","MNP",2015,NA,NA,NA,NA,NA,NA,NA,NA
"4717","MNP",2016,NA,NA,NA,NA,NA,NA,NA,NA
"4718","MNP",2017,NA,NA,NA,NA,NA,NA,NA,NA
"4719","MNP",2018,NA,NA,NA,NA,NA,NA,NA,NA
"4720","MNP",2019,NA,NA,NA,NA,NA,NA,NA,NA
"4721",NA,2000,NA,NA,12,7,4.6,8.3,NA,NA
"4722",NA,2001,NA,NA,12,6.9,4.6,8.2,NA,NA
"4723",NA,2002,NA,NA,13,6.8,4.6,8.1,NA,NA
"4724",NA,2003,NA,NA,13,6.8,4.6,8,NA,NA
"4725",NA,2004,NA,NA,13,6.7,4.5,7.9,NA,NA
"4726",NA,2005,NA,NA,13,6.6,4.4,7.8,NA,NA
"4727",NA,2006,NA,NA,14,6.5,4.4,7.7,NA,NA
"4728",NA,2007,NA,NA,14,6.5,4.3,7.6,NA,NA
"4729",NA,2008,NA,NA,14,6.4,4.2,7.5,NA,NA
"4730",NA,2009,NA,NA,14,6.2,4.1,7.3,NA,NA
"4731",NA,2010,NA,NA,14,6.1,4.1,7.2,NA,NA
"4732",NA,2011,NA,NA,15,6,4,7.1,NA,NA
"4733",NA,2012,NA,NA,15,5.9,4,7,NA,NA
"4734",NA,2013,NA,NA,15,5.9,4,6.8,NA,NA
"4735",NA,2014,NA,NA,16,5.8,4,6.8,NA,NA
"4736",NA,2015,NA,NA,17,5.7,3.9,6.7,NA,NA
"4737",NA,2016,NA,NA,18,5.6,3.8,6.6,NA,NA
"4738",NA,2017,NA,NA,18,5.6,3.7,6.5,NA,NA
"4739",NA,2018,NA,NA,NA,5.5,3.6,6.4,NA,NA
"4740",NA,2019,NA,NA,NA,5.4,3.5,6.3,NA,NA
"4741","NCL",2000,NA,NA,NA,NA,NA,NA,NA,NA
"4742","NCL",2001,NA,NA,NA,NA,NA,NA,NA,NA
"4743","NCL",2002,NA,NA,NA,NA,NA,NA,NA,NA
"4744","NCL",2003,NA,NA,NA,NA,NA,NA,NA,NA
"4745","NCL",2004,NA,NA,NA,NA,NA,NA,NA,NA
"4746","NCL",2005,NA,NA,NA,NA,NA,NA,NA,NA
"4747","NCL",2006,NA,NA,NA,NA,NA,NA,NA,NA
"4748","NCL",2007,NA,NA,NA,NA,NA,NA,NA,NA
"4749","NCL",2008,NA,NA,NA,NA,NA,NA,NA,NA
"4750","NCL",2009,NA,NA,NA,NA,NA,NA,NA,NA
"4751","NCL",2010,NA,NA,NA,NA,NA,NA,NA,NA
"4752","NCL",2011,NA,NA,NA,NA,NA,NA,NA,NA
"4753","NCL",2012,NA,NA,NA,NA,NA,NA,NA,NA
"4754","NCL",2013,NA,NA,NA,NA,NA,NA,NA,NA
"4755","NCL",2014,NA,NA,NA,NA,NA,NA,NA,NA
"4756","NCL",2015,NA,NA,NA,NA,NA,NA,NA,NA
"4757","NCL",2016,NA,NA,NA,NA,NA,NA,NA,NA
"4758","NCL",2017,NA,NA,NA,NA,NA,NA,NA,NA
"4759","NCL",2018,NA,NA,NA,NA,NA,NA,NA,NA
"4760","NCL",2019,NA,NA,NA,NA,NA,NA,NA,NA
"4761","NRU",2000,NA,NA,NA,34.3,25.6,42.6,NA,NA
"4762","NRU",2001,NA,NA,NA,33.3,25.3,41.3,NA,NA
"4763","NRU",2002,NA,NA,NA,32.6,25.1,40.2,NA,NA
"4764","NRU",2003,NA,NA,NA,32,25,39.4,NA,NA
"4765","NRU",2004,NA,NA,NA,31.6,24.9,38.8,NA,NA
"4766","NRU",2005,NA,NA,NA,31.3,24.7,38.5,NA,NA
"4767","NRU",2006,NA,NA,NA,31.3,24.7,38.4,NA,NA
"4768","NRU",2007,NA,NA,NA,31.3,24.7,38.4,NA,NA
"4769","NRU",2008,NA,NA,NA,31.2,24.6,38.3,NA,NA
"4770","NRU",2009,NA,NA,NA,31,24.5,38,NA,NA
"4771","NRU",2010,NA,NA,NA,30.6,24.2,37.5,NA,NA
"4772","NRU",2011,NA,NA,NA,30.1,23.8,36.9,NA,NA
"4773","NRU",2012,NA,NA,NA,29.5,23.3,36,NA,NA
"4774","NRU",2013,NA,NA,NA,28.9,22.7,35.1,NA,NA
"4775","NRU",2014,NA,NA,NA,28.2,22,34.1,NA,NA
"4776","NRU",2015,NA,NA,NA,27.4,21.4,33.2,NA,NA
"4777","NRU",2016,NA,NA,NA,26.7,20.8,32.3,NA,NA
"4778","NRU",2017,NA,NA,NA,26,20.1,31.3,NA,NA
"4779","NRU",2018,NA,NA,NA,25.3,19.5,30.4,NA,NA
"4780","NRU",2019,NA,NA,NA,24.6,18.9,29.5,NA,NA
"4781",NA,2000,NA,NA,24,11.38239261,7.061866387,13.69620882,NA,NA
"4782",NA,2001,NA,NA,24,10.90228694,6.726067673,13.0909905,NA,NA
"4783",NA,2002,NA,NA,24,10.43994817,6.408367735,12.50734076,NA,NA
"4784",NA,2003,NA,NA,23,10.0247149,6.099238476,11.96180904,NA,NA
"4785",NA,2004,NA,NA,22,9.596303559,5.801773094,11.46884196,NA,NA
"4786",NA,2005,NA,NA,22,9.20904937,5.527828736,10.96798534,NA,NA
"4787",NA,2006,NA,NA,21,8.868655133,5.280615546,10.51808646,NA,NA
"4788",NA,2007,NA,NA,21,8.533711683,5.104748971,10.07806394,NA,NA
"4789",NA,2008,NA,NA,20,8.223727212,4.952962228,9.702716066,NA,NA
"4790",NA,2009,NA,NA,21,7.914226506,4.817203369,9.360784949,NA,NA
"4791",NA,2010,NA,NA,20,7.623421805,4.671708916,9.006054235,NA,NA
"4792",NA,2011,NA,NA,19,7.386425025,4.564557763,8.718859639,NA,NA
"4793",NA,2012,NA,NA,19,7.164938723,4.465932424,8.438020387,NA,NA
"4794",NA,2013,NA,NA,18,6.972863761,4.34396724,8.189277441,NA,NA
"4795",NA,2014,NA,NA,18,6.773117269,4.255720693,7.96328899,NA,NA
"4796",NA,2015,NA,NA,18,6.578514038,4.174608296,7.748578666,NA,NA
"4797",NA,2016,NA,NA,18,6.414243222,4.1320999,7.534091803,NA,NA
"4798",NA,2017,NA,NA,18,6.256605577,4.131853777,7.345864481,NA,NA
"4799",NA,2018,NA,NA,NA,6.088749962,4.074943119,7.126517059,NA,NA
"4800",NA,2019,NA,NA,NA,5.916369855,3.972662754,6.927123833,NA,NA
"4801",NA,2000,NA,NA,489,57.85090003,29.79122427,89.55534391,NA,NA
"4802",NA,2001,NA,NA,483,56.7816395,29.34210477,88.07702663,NA,NA
"4803",NA,2002,NA,NA,475,55.70387848,28.91258456,86.35551213,NA,NA
"4804",NA,2003,NA,NA,465,54.61557339,28.49892628,84.55659013,NA,NA
"4805",NA,2004,NA,NA,447,53.37138966,28.10448472,82.57463298,NA,NA
"4806",NA,2005,NA,NA,423,51.65277602,27.70111364,79.8593535,NA,NA
"4807",NA,2006,NA,NA,401,49.74031586,27.29768531,76.41391849,NA,NA
"4808",NA,2007,NA,NA,382,48.63688349,26.91184807,73.24488698,NA,NA
"4809",NA,2008,NA,NA,367,47.93961377,26.5467476,70.44577798,NA,NA
"4810",NA,2009,NA,NA,357,46.45132357,26.21545147,66.92690811,NA,NA
"4811",NA,2010,NA,NA,347,44.7863881,25.86430141,63.39472432,NA,NA
"4812",NA,2011,NA,NA,340,43.63951966,25.56597437,60.96800014,NA,NA
"4813",NA,2012,NA,NA,333,42.79489181,25.26511067,59.0580482,NA,NA
"4814",NA,2013,NA,NA,326,41.68330939,24.95580335,57.22755803,NA,NA
"4815",NA,2014,NA,NA,321,40.90074305,24.64173628,55.93832711,NA,NA
"4816",NA,2015,NA,NA,316,39.8336914,24.31319828,54.30972037,NA,NA
"4817",NA,2016,NA,NA,310,38.89770891,23.94018952,52.50539399,NA,NA
"4818",NA,2017,NA,NA,303,38.11084172,23.55182408,51.14186903,NA,NA
"4819",NA,2018,NA,NA,NA,37.06755857,23.15145556,49.64138315,NA,NA
"4820",NA,2019,NA,NA,NA,36.18894435,22.72921755,48.23527928,NA,NA
"4821","PLW",2000,NA,NA,NA,25.5,15.4,28.5,NA,NA
"4822","PLW",2001,NA,NA,NA,25.1,15.1,27.9,NA,NA
"4823","PLW",2002,NA,NA,NA,24.7,14.8,27.4,NA,NA
"4824","PLW",2003,NA,NA,NA,24.3,14.5,27,NA,NA
"4825","PLW",2004,NA,NA,NA,24,14.2,26.5,NA,NA
"4826","PLW",2005,NA,NA,NA,23.6,14,26,NA,NA
"4827","PLW",2006,NA,NA,NA,23.2,13.7,25.5,NA,NA
"4828","PLW",2007,NA,NA,NA,22.8,13.4,25,NA,NA
"4829","PLW",2008,NA,NA,NA,22.3,13,24.4,NA,NA
"4830","PLW",2009,NA,NA,NA,21.8,12.7,23.7,NA,NA
"4831","PLW",2010,NA,NA,NA,21.3,12.3,23.1,NA,NA
